基金代碼,基金中文名稱,基金英文名稱,幣別,ISINCODE,總代理機構代碼,總代理機構名稱,境外基金機構代碼,境外基金機構名稱,基金狀態
="0273",富蘭克林坦伯頓全球投資系列-東歐基金美元B (acc)股,Templeton Eastern Europe Fund Class B (acc) USD,USD,="LU0260866396",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0274",富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元B (acc)股,Templeton Euroland Fund Class B (acc) USD,USD,="LU0260866479",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0275",富蘭克林坦伯頓全球投資系列-歐元全球基金美元B(acc)股,Franklin Templeton Investment Funds-Templeton Global (Euro) Fund Class B (acc) USD,USD,="LU0260866552",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0280",富蘭克林坦伯頓全球投資系列-美國機會基金歐元A (acc)股,Franklin Templeton Investment Funds-Franklin U.S. Opportunities Fund Class A (acc) EUR,EUR,="LU0260869739",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0287",富蘭克林坦伯頓全球投資系列－全球債券總報酬基金歐元A(acc)股,Franklin Templeton Investment Funds-Templeton Global Total Return Fund  Class A (acc) EUR,EUR,="LU0260870661",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0349",富蘭克林坦伯頓全球投資系列－全球債券總報酬基金歐元A(Mdis)股,Franklin Templeton Investment Funds-Templeton Global Total Return Fund  Class A (Mdis) EUR,EUR,="LU0234926953",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0352",富蘭克林坦伯頓全球投資系列-日本基金美元A (acc)股,Franklin Templeton Investment Funds-Franklin Japan Fund Class A (acc) USD,USD,="LU0231790832",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0358",富蘭克林坦伯頓全球投資系列-東歐基金美元A (acc)股,Templeton Eastern Europe Fund Class A (acc) USD,USD,="LU0231793349",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0361",富蘭克林坦伯頓全球投資系列-印度基金美元A(acc)股,Franklin India Fund Class A(acc) USD,USD,="LU0231203729",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0363",富蘭克林坦伯頓全球投資系列-印度基金美元B(acc)股,Franklin India Fund Class B(acc) USD,USD,="LU0231204297",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0375",富蘭克林坦伯頓全球投資系列－全球房地產基金美元A(acc)股,Franklin Templeton Investment Funds - Franklin Global Real Estate Fund Class A (acc) USD,USD,="LU0229948087",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0376",富蘭克林坦伯頓全球投資系列－全球房地產基金美元A(Qdis)股,Franklin Templeton Investment Funds - Franklin Global Real Estate Fund Class A (Qdis) USD,USD,="LU0229948244",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0378",富蘭克林坦伯頓全球投資系列－全球房地產基金美元B(Qdis)股,Franklin Templeton Investment Funds - Franklin Global Real Estate Fund Class B (Qdis) USD,USD,="LU0229948673",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0384",富蘭克林坦伯頓全球投資系列-亞洲債券基金美元A(acc)股,Templeton Asian Bond Fund Class A (acc) USD,USD,="LU0229949994",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0385",富蘭克林坦伯頓全球投資系列-亞洲債券基金美元A(Mdis)股,Templeton Asian Bond Fund Class A (Mdis) USD,USD,="LU0229950067",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0387",富蘭克林坦伯頓全球投資系列-亞洲債券基金美元B(Mdis)股,Templeton Asian Bond Fund Class B(Mdis) USD,USD,="LU0229950570",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0419",富蘭克林坦伯頓全球投資系列-天然資源基金美元A(acc)股,Franklin Templeton Investment Funds-Franklin Natural Resources Fund Class A (acc) USD,USD,="LU0300736062",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0422",富蘭克林坦伯頓全球投資系列-天然資源基金歐元A(acc)股,Franklin Templeton Investment Funds-Franklin Natural Resources Fund Class A (acc) EUR,EUR,="LU0300741732",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0426",富蘭克林坦伯頓全球投資系列-精選收益基金美元A(acc)股,Franklin Templeton Investment Funds-Franklin Strategic Income Fund Class A (acc) USD,USD,="LU0300737037",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0427",富蘭克林坦伯頓全球投資系列-精選收益基金美元A(Mdis)股,Franklin Templeton Investment Funds-Franklin Strategic Income Fund Class A (Mdis) USD,USD,="LU0300737201",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0429",富蘭克林坦伯頓全球投資系列-精選收益基金歐元A(Mdis)股,Franklin Templeton Investment Funds-Franklin Strategic Income Fund Class A (Mdis) EUR,EUR,="LU0300743191",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0430",富蘭克林坦伯頓全球投資系列-精選收益基金美元B(Mdis)股,Franklin Templeton Investment Funds-Franklin Strategic Income Fund Class B (Mdis) USD,USD,="LU0300737623",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0433",富蘭克林坦伯頓全球投資系列-新興國家小型企業基金美元A (acc) 股,Franklin Templeton Investment Funds-Templeton Emerging Markets Smaller Companies Fund Class A (acc) USD,USD,="LU0300738514",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0434",富蘭克林坦伯頓全球投資系列-新興國家小型企業基金美元A (Ydis) 股,Franklin Templeton Investment Funds-Templeton Emerging Markets Smaller Companies Fund Class A (Ydis) USD,USD,="LU0300738605",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0437",富蘭克林坦伯頓全球投資系列-新興國家小型企業基金歐元A (acc) 股,Franklin Templeton Investment Funds-Templeton Emerging Markets Smaller Companies Fund Class A (acc) EUR,EUR,="LU0300743431",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0486",富蘭克林坦伯頓全球投資系列-歐洲高收益基金歐元A(Mdis)股,Franklin Templeton Investment Funds-Franklin Euro High Yield Fund Class A (Mdis) EUR,EUR,="LU0300744835",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0533",富蘭克林坦伯頓全球投資系列-成長(歐元)基金美元A (acc)股,Templeton Growth (Euro) Fund Class A (acc)  USD,USD,="LU0327757729",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0549",富蘭克林坦伯頓全球投資系列-全球債券基金美元A(acc)股,Franklin Templeton Investment Funds-Templeton Global Bond Fund Class A(acc) USD,USD,="LU0252652382",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0552",富蘭克林坦伯頓全球投資系列-互利歐洲基金歐元A (Ydis)股,Franklin Templeton Investment Funds-Franklin Mutual European Fund Class A (Ydis) EUR,EUR,="LU0229938955",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0558",富蘭克林坦伯頓全球投資系列-東歐基金歐元A (Ydis)股,Franklin Templeton Investment Funds-Templeton Eastern Europe Fund Class A (Ydis) EUR,EUR,="LU0229940696",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0561",富蘭克林坦伯頓全球投資系列－潛力歐洲基金歐元A (Ydis)股,Franklin Templeton Investment Funds-Templeton Euroland Fund Class A (Ydis) EUR,EUR,="LU0229941660",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0575",富蘭克林坦伯頓全球投資系列-金磚四國基金美元A (acc)股,Franklin Templeton Investment Funds-Templeton BRIC Fund Class A (acc) USD,USD,="LU0229945570",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0587",富蘭克林坦伯頓全球投資系列-全球股票收益基金美元A 穩定月配息股,Franklin Templeton Investment Funds-Templeton Global Equity Income Fund Class A (Mdis) USD,USD,="LU0211328371",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0588",富蘭克林坦伯頓全球投資系列-全球股票收益基金美元B (Qdis)股,Franklin Templeton Investment Funds-Templeton Global Equity Income Fund Class B (Qdis) USD,USD,="LU0211330435",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0592",富蘭克林坦伯頓全球投資系列-互利全球領航基金美元A(acc)股,Franklin Templeton Investment Funds-Franklin Mutual Global Discovery Fund Class A (acc) USD,USD,="LU0211331839",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0593",富蘭克林坦伯頓全球投資系列-互利全球領航基金歐元A(acc)股,Franklin Templeton Investment Funds-Franklin Mutual Global Discovery Fund Class A (acc) EUR,EUR,="LU0211333025",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0595",富蘭克林坦伯頓全球投資系列-互利全球領航基金美元B(acc)股,Franklin Templeton Investment Funds-Franklin Mutual Global Discovery Fund Class B (acc) USD,USD,="LU0211332134",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0613",富蘭克林坦伯頓全球投資系列－成長(歐元)基金歐元A (Ydis)股,Franklin Templeton Investment Funds-Templeton Growth (Euro) Fund Class A (Ydis) EUR,EUR,="LU0188152069",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0651",富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元A(acc)股,Franklin Templeton Investment Funds-Templeton Global Total Return Fund  Class A (acc) USD,USD,="LU0170475312",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0652",富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元A(Mdis)股,Franklin Templeton Investment Funds-Templeton Global Total Return Fund Class A (Mdis) USD,USD,="LU0170475585",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0653",富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元B(acc)股,Franklin Templeton Investment Funds-Templeton Global Total Return Fund  Class B (acc) USD,USD,="LU0170477102",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0654",富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元B(Mdis)股,Franklin Templeton Investment Funds-Templeton Global Total Return Fund Class B (Mdis) USD,USD,="LU0170477284",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0661",富蘭克林坦伯頓全球投資系列－全球債券基金歐元A (Ydis)股,Franklin Templeton Investment Funds-Templeton Global Bond Fund Class A (Ydis) EUR,EUR,="LU0300745303",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0663",富蘭克林坦伯頓全球投資系列－全球債券總報酬基金歐元A(Ydis)股,Franklin Templeton Investment Funds-Templeton Global Total Return Fund  Class A (Ydis) EUR,EUR,="LU0300745725",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0670",富蘭克林坦伯頓全球投資系列-美國中小成長基金美元B (acc)股,Franklin Templeton Investment Funds-Franklin U.S. Small-Mid Cap Growth Fund Class B (acc) USD,USD,="LU0152927330",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0676",富蘭克林坦伯頓全球投資系列-全球債券基金歐元A (Mdis)股,Franklin Templeton Investment Funds-Templeton Global Bond Fund Class A (Mdis) EUR,EUR,="LU0152981543",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0708",富蘭克林坦伯頓全球投資系列-美國政府基金美元AX(acc)股,Franklin Templeton Investment Funds-Franklin U.S. Government Fund Class AX(acc) USD,USD,="LU0138076046",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0750",富蘭克林坦伯頓全球投資系列-公司債基金美元A (acc)股,Franklin Templeton Investment Funds-Franklin High Yield Fund Class A (acc) USD,USD,="LU0131126228",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0751",富蘭克林坦伯頓全球投資系列-歐洲高收益基金歐元A(acc)股,Franklin Templeton Investment Funds-Franklin Euro High Yield Fund Class A (acc) EUR,EUR,="LU0131126574",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0760",富蘭克林坦伯頓全球投資系列-穩定月收益基金美元B (Mdis)股,Franklin Templeton Investment Funds-Franklin Income Fund Class B (Mdis) USD,USD,="LU0128532388",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0761",富蘭克林坦伯頓全球投資系列-全球債券基金美元B (Mdis)股,Franklin Templeton Investment Funds-Templeton Global Bond Fund Class B (Mdis) USD,USD,="LU0128533279",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0768",富蘭克林坦伯頓全球投資系列-金磚四國基金美元B (acc)股,Franklin Templeton Investment Funds-Templeton BRIC Fund Class B (acc) USD,USD,="LU0229945737",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0769",富蘭克林坦伯頓全球投資系列-高價差基金歐元A (acc)股,Franklin Templeton Investment Funds-Franklin Mutual Beacon Fund Class A (acc) EUR,EUR,="LU0140362707",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0770",富蘭克林坦伯頓全球投資系列-互利歐洲基金歐元A (acc)股,Franklin Templeton Investment Funds-Franklin Mutual European Fund Class A (acc) EUR,EUR,="LU0140363002",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0773",富蘭克林坦伯頓全球投資系列-歐洲基金歐元A (acc)股,Franklin Templeton Investment Funds-Templeton European Fund Class A (acc) EUR,EUR,="LU0139292543",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
="0776",富蘭克林坦伯頓全球投資系列-拉丁美洲基金美元A (acc)股,Franklin Templeton Investment Funds-Templeton Latin America Fund Class A (acc) USD,USD,="LU0128526570",B0029,富蘭克林證券投資顧問股份有限公司,="116",富蘭克林坦伯頓國際服務有限公司/FRANKLIN TEMPLETON INTERNATIONAL SERVICES SARL,
